Lineage,accuracy,precision,top3acc,top5acc,first_part,color
AY.7.1,0.8772,0.8928571428571429,0.912280701754386,0.912280701754386,AY,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
AY.4.2.3,0.7333,0.6111111111111112,0.8333333333333334,0.8666666666666667,AY,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
AY.42,0.4857,0.425,0.7714285714285715,0.8857142857142857,AY,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
AY.62,0.7273,0.7619047619047619,0.8409090909090909,0.8863636363636364,AY,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
AY.36.1,0.3,0.6818181818181818,0.52,0.54,AY,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
AY.46.6,0.5439,0.7045454545454546,0.7368421052631579,0.8245614035087719,AY,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
AY.120,0.8723,0.7192982456140351,0.9574468085106383,0.9574468085106383,AY,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
AY.3,0.093,0.2666666666666666,0.3720930232558139,0.5581395348837209,AY,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
AY.110,0.7541,0.8518518518518519,0.7868852459016393,0.7868852459016393,AY,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
AY.99.2,0.8511,0.5128205128205128,0.9148936170212766,0.9148936170212766,AY,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
AY.121,0.5556,0.4761904761904761,0.8518518518518519,0.8703703703703703,AY,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
AY.4.3,0.5882,0.9090909090909092,0.803921568627451,0.803921568627451,AY,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
AY.4.5,0.5625,0.7714285714285715,0.75,0.7916666666666666,AY,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
AY.16,0.675,0.5094339622641509,0.75,0.75,AY,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
AY.23,0.3455,0.7037037037037037,0.509090909090909,0.6,AY,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
AY.13,0.6111,0.532258064516129,0.7777777777777778,0.8518518518518519,AY,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
AY.103,0.4889,0.3055555555555556,0.8888888888888888,0.9333333333333332,AY,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
AY.121.1,0.6393,0.65,0.7213114754098361,0.8032786885245902,AY,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
AY.4.15,1.0,0.925925925925926,1.0,1.0,AY,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
B.1.575,0.7805,0.5818181818181818,0.8780487804878049,0.8780487804878049,B,"(0.7757319041862729, 0.5784925270759935, 0.19475566538551875)"
B.1.1.318,0.9111,0.9111111111111112,0.9111111111111112,0.9111111111111112,B,"(0.7757319041862729, 0.5784925270759935, 0.19475566538551875)"
B.1.1.37,0.9412,0.979591836734694,0.9411764705882352,0.9607843137254902,B,"(0.7757319041862729, 0.5784925270759935, 0.19475566538551875)"
B.1.221,0.6078,0.7209302325581395,0.7058823529411765,0.8627450980392157,B,"(0.7757319041862729, 0.5784925270759935, 0.19475566538551875)"
B.1.1.519,0.5439,0.7948717948717948,0.8245614035087719,0.8421052631578947,B,"(0.7757319041862729, 0.5784925270759935, 0.19475566538551875)"
B.1.517,0.4667,0.75,0.7111111111111111,0.8,B,"(0.7757319041862729, 0.5784925270759935, 0.19475566538551875)"
B.1.243,0.8085,0.3762376237623762,0.851063829787234,0.8936170212765957,B,"(0.7757319041862729, 0.5784925270759935, 0.19475566538551875)"
BA.2.38,0.4146,0.5483870967741935,0.5365853658536586,0.6341463414634146,BA,"(0.5105309046900421, 0.6614299289084904, 0.1930849118538962)"
BA.2.12,0.5814,0.217391304347826,0.813953488372093,0.9302325581395348,BA,"(0.5105309046900421, 0.6614299289084904, 0.1930849118538962)"
BA.1.15,0.1111,0.3529411764705882,0.7407407407407407,0.8148148148148148,BA,"(0.5105309046900421, 0.6614299289084904, 0.1930849118538962)"
