Lineage,accuracy,precision,top3acc,top5acc,first_part,color
A.1,0.5714,0.6896551724137931,0.9142857142857144,0.9428571428571428,A,"(0.2197995660828324, 0.6625157876850336, 0.7732093159317209)"
AY.39.1,0.6471,0.7333333333333333,0.8235294117647058,0.8529411764705882,AY,"(0.20125317221201128, 0.6907920815379025, 0.47966761189275336)"
AY.7.1,0.766,0.972972972972973,0.8297872340425532,0.9148936170212766,AY,"(0.20125317221201128, 0.6907920815379025, 0.47966761189275336)"
AY.124,0.6098,0.6944444444444444,0.7560975609756098,0.7560975609756098,AY,"(0.20125317221201128, 0.6907920815379025, 0.47966761189275336)"
AY.118,0.5143,0.4864864864864865,0.7142857142857143,0.7714285714285715,AY,"(0.20125317221201128, 0.6907920815379025, 0.47966761189275336)"
AY.5.3,0.5263,0.5714285714285714,0.6578947368421053,0.8421052631578947,AY,"(0.20125317221201128, 0.6907920815379025, 0.47966761189275336)"
AY.6,0.9767,0.9333333333333332,0.9767441860465116,0.9767441860465116,AY,"(0.20125317221201128, 0.6907920815379025, 0.47966761189275336)"
AY.112,0.4857,0.5666666666666667,0.6857142857142857,0.7714285714285715,AY,"(0.20125317221201128, 0.6907920815379025, 0.47966761189275336)"
AY.120.1,0.7419,0.359375,0.8387096774193549,0.935483870967742,AY,"(0.20125317221201128, 0.6907920815379025, 0.47966761189275336)"
AY.98,0.9474,0.9473684210526316,0.9736842105263158,0.9736842105263158,AY,"(0.20125317221201128, 0.6907920815379025, 0.47966761189275336)"
AY.116.1,0.4186,0.72,0.7674418604651163,0.813953488372093,AY,"(0.20125317221201128, 0.6907920815379025, 0.47966761189275336)"
AY.1,0.6429,0.675,0.7380952380952381,0.8571428571428571,AY,"(0.20125317221201128, 0.6907920815379025, 0.47966761189275336)"
AY.13,0.7674,0.7333333333333333,0.8372093023255814,0.9069767441860463,AY,"(0.20125317221201128, 0.6907920815379025, 0.47966761189275336)"
AY.9.2,0.7895,0.6976744186046512,0.8157894736842105,0.868421052631579,AY,"(0.20125317221201128, 0.6907920815379025, 0.47966761189275336)"
B.1.637,0.9333,0.875,0.9333333333333332,0.9333333333333332,B,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
B.1.177.45,1.0,0.8571428571428571,1.0,1.0,B,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
B.1.621,0.8684,0.9166666666666666,0.9210526315789472,0.9210526315789472,B,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
B.1.1.519,0.8438,0.7105263157894737,0.96875,1.0,B,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
B.1.2,0.6579,0.7575757575757576,0.868421052631579,0.8947368421052632,B,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.5.1.1,0.8298,0.78,0.851063829787234,0.8936170212765957,BA,"(0.6804189127793346, 0.6151497514677574, 0.19405452111445337)"
BA.1.1.11,0.7273,0.7441860465116279,0.9545454545454546,0.9545454545454546,BA,"(0.6804189127793346, 0.6151497514677574, 0.19405452111445337)"
BA.4.4,0.9333,0.8235294117647058,0.9555555555555556,0.9777777777777776,BA,"(0.6804189127793346, 0.6151497514677574, 0.19405452111445337)"
BA.1.1.4,0.881,0.8043478260869565,0.9285714285714286,0.9523809523809524,BA,"(0.6804189127793346, 0.6151497514677574, 0.19405452111445337)"
BA.1.1.14,0.8298,0.9285714285714286,0.8936170212765957,0.9148936170212766,BA,"(0.6804189127793346, 0.6151497514677574, 0.19405452111445337)"
BF.1,0.7391,0.8717948717948718,0.9565217391304348,0.9565217391304348,BF,"(0.8004936186423958, 0.47703363533737203, 0.9579547196007522)"
