Lineage,accuracy,precision,top3acc,top5acc,first_part,color
AY.122,0.0476,0.3333333333333333,0.0714285714285714,0.0952380952380952,AY,"(0.9218528551477547, 0.500345433264, 0.19606247053399534)"
AY.4.2.3,0.2593,0.5833333333333334,0.4074074074074074,0.6851851851851852,AY,"(0.9218528551477547, 0.500345433264, 0.19606247053399534)"
AY.13,0.7143,0.3571428571428571,0.8333333333333334,0.8333333333333334,AY,"(0.9218528551477547, 0.500345433264, 0.19606247053399534)"
AY.121.1,0.3958,0.4871794871794871,0.6041666666666666,0.6666666666666666,AY,"(0.9218528551477547, 0.500345433264, 0.19606247053399534)"
AY.47,0.5938,0.1397058823529411,0.84375,0.84375,AY,"(0.9218528551477547, 0.500345433264, 0.19606247053399534)"
AY.119,0.0244,0.1428571428571428,0.2682926829268293,0.4878048780487805,AY,"(0.9218528551477547, 0.500345433264, 0.19606247053399534)"
AY.37,0.6364,0.3977272727272727,0.8,0.8545454545454545,AY,"(0.9218528551477547, 0.500345433264, 0.19606247053399534)"
AY.54,0.5581,0.6666666666666666,0.6046511627906976,0.6976744186046512,AY,"(0.9218528551477547, 0.500345433264, 0.19606247053399534)"
AY.100,0.3864,0.2236842105263158,0.7727272727272727,0.8636363636363636,AY,"(0.9218528551477547, 0.500345433264, 0.19606247053399534)"
AY.16,0.5686,0.725,0.6862745098039216,0.7647058823529411,AY,"(0.9218528551477547, 0.500345433264, 0.19606247053399534)"
AY.5.3,0.1842,0.1555555555555555,0.3684210526315789,0.5526315789473685,AY,"(0.9218528551477547, 0.500345433264, 0.19606247053399534)"
AY.46.6,0.4677,0.3052631578947368,0.6612903225806451,0.6612903225806451,AY,"(0.9218528551477547, 0.500345433264, 0.19606247053399534)"
AY.23,0.4118,0.8076923076923077,0.5098039215686274,0.5294117647058824,AY,"(0.9218528551477547, 0.500345433264, 0.19606247053399534)"
AY.46.4,0.0,0.0,0.1276595744680851,0.1914893617021276,AY,"(0.9218528551477547, 0.500345433264, 0.19606247053399534)"
AY.39.1.1,0.9412,0.2622950819672131,0.9411764705882352,0.9607843137254902,AY,"(0.9218528551477547, 0.500345433264, 0.19606247053399534)"
B.1.575,0.6852,0.5522388059701493,0.7407407407407407,0.8148148148148148,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.2,0.3077,0.3404255319148936,0.4230769230769231,0.5192307692307693,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.177,0.5645,0.9210526315789472,0.7580645161290323,0.7903225806451613,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.526,0.7097,0.6470588235294118,0.8709677419354839,0.8870967741935484,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.160,0.7193,0.6721311475409836,0.8070175438596491,0.8421052631578947,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.517,0.5965,0.85,0.631578947368421,0.6666666666666666,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.177.44,0.8049,0.8461538461538461,0.8780487804878049,0.926829268292683,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.1.7,0.7407,0.449438202247191,0.8333333333333334,0.8518518518518519,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.427,0.5106,0.8571428571428571,0.6382978723404256,0.7021276595744681,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.595,0.225,0.1363636363636363,0.35,0.525,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.400,0.4286,0.1343283582089552,0.6428571428571429,0.7380952380952381,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.637,0.4222,0.76,0.7555555555555555,0.7555555555555555,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.240,0.2453,0.2765957446808511,0.3773584905660377,0.5094339622641509,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.617.2,0.0333,0.6666666666666666,0.0333333333333333,0.0666666666666666,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.623,0.5172,0.9375,0.6724137931034483,0.7413793103448276,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.369,0.1489,0.6363636363636364,0.2978723404255319,0.5106382978723404,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.221,0.4808,1.0,0.6538461538461539,0.7115384615384616,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.1.222,0.2308,0.4,0.3269230769230769,0.3846153846153846,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.525,0.8261,0.8085106382978723,0.8260869565217391,0.8260869565217391,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.1.307,0.9615,0.8620689655172413,0.9807692307692308,1.0,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.621,0.8085,0.7755102040816326,0.8297872340425532,0.851063829787234,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.311,0.34,0.2741935483870967,0.46,0.52,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.351,0.6481,0.9722222222222222,0.7222222222222222,0.7407407407407407,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.1.529,0.3929,0.3188405797101449,0.5,0.5178571428571429,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1,0.1034,0.1224489795918367,0.2068965517241379,0.3275862068965517,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.177.86,0.3519,0.9047619047619048,0.6666666666666666,0.6851851851851852,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.1.39,0.7692,0.4081632653061224,0.8461538461538461,0.903846153846154,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.1.519,0.5385,0.5714285714285714,0.6153846153846154,0.6730769230769231,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.243,0.2292,0.2619047619047619,0.6041666666666666,0.7291666666666666,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B,0.4894,0.5,0.6170212765957447,0.6808510638297872,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.177.4,1.0,0.7076923076923077,1.0,1.0,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.1.311,0.9167,0.75,0.9166666666666666,0.9166666666666666,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.1.37,0.9787,0.9787234042553192,1.0,1.0,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.1,0.098,0.4166666666666667,0.2156862745098039,0.2549019607843137,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.429,0.5918,0.7631578947368421,0.6938775510204082,0.8367346938775511,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.177.45,1.0,0.8888888888888888,1.0,1.0,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.1.318,0.8776,0.6615384615384615,0.9183673469387756,0.9183673469387756,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.234,0.5366,0.2784810126582278,0.6829268292682927,0.7560975609756098,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.177.81,0.36,0.1651376146788991,0.52,0.68,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.258,0.7778,0.7446808510638298,0.7777777777777778,0.8444444444444444,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
B.1.177.57,0.8929,1.0,0.8928571428571429,0.9107142857142856,B,"(0.756593795426372, 0.58660455674609, 0.19460548454202936)"
BA.1.15,0.0,0.0,0.1041666666666666,0.3958333333333333,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.2.23,0.8704,0.9791666666666666,0.9074074074074074,0.925925925925926,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.1,0.0889,0.2352941176470588,0.2666666666666666,0.4,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.2.12.1,0.4789,0.918918918918919,0.5774647887323944,0.7746478873239436,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.5.1,0.5652,0.2549019607843137,0.6086956521739131,0.6304347826086957,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1,0.0,0.0,0.0,0.0227272727272727,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.2.36,0.0612,1.0,0.2040816326530612,0.673469387755102,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.2.3,0.093,0.1481481481481481,0.2093023255813953,0.627906976744186,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.14,0.0625,0.4444444444444444,0.1875,0.21875,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.2.10,0.0,0.0,0.2222222222222222,0.7111111111111111,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.4.6,0.32,0.8421052631578947,0.92,0.94,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.5.6,0.6667,0.3157894736842105,0.7555555555555555,0.8222222222222222,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.15.2,0.4103,0.3478260869565217,0.5897435897435898,0.717948717948718,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.16,0.8413,0.6309523809523809,0.8888888888888888,0.8888888888888888,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.2.12,0.2308,0.1666666666666666,0.4871794871794871,0.6923076923076923,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.1.13,0.8136,0.396694214876033,0.8983050847457628,0.8983050847457628,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.5.2.1,0.1556,0.35,0.3555555555555555,0.7555555555555555,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.5.5,0.4773,0.1875,0.6363636363636364,0.6590909090909091,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.1.2,0.36,0.3,0.48,0.62,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.5.2,0.5556,0.7291666666666666,0.7301587301587301,0.8095238095238095,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.5,0.0714,0.4444444444444444,0.3571428571428571,0.5535714285714286,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.4.4,0.619,0.1969696969696969,0.8333333333333334,0.8809523809523809,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.19,0.4872,0.2753623188405797,0.6410256410256411,0.6923076923076923,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.12,0.7727,0.8947368421052632,0.7727272727272727,0.7954545454545454,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.2.65,0.3095,0.203125,0.5,0.6190476190476191,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.2,0.025,0.05,0.15,0.675,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.2.37,0.7455,0.3660714285714285,0.7818181818181819,0.8,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.1.11,0.463,0.5681818181818182,0.7037037037037037,0.7592592592592593,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.1.12,0.8868,0.7833333333333333,0.981132075471698,0.981132075471698,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.18,0.1818,0.2631578947368421,0.3454545454545454,0.4363636363636363,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.2.13,0.6364,0.2568807339449541,0.7727272727272727,0.7954545454545454,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.2.9,0.0,0.0,0.1290322580645161,0.1451612903225806,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.1.14,0.3939,0.896551724137931,0.6363636363636364,0.6666666666666666,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.20,0.4603,0.2013888888888889,0.6507936507936508,0.7142857142857143,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.2.38,0.322,0.5428571428571428,0.4576271186440678,0.5084745762711864,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.5.1.1,0.0,0.0,0.1818181818181818,0.5454545454545454,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.2.7,0.4146,0.3541666666666667,0.6341463414634146,0.6585365853658537,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.2.8,0.9268,0.1835748792270531,0.926829268292683,0.975609756097561,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.4.1,0.0,0.0,0.8775510204081632,0.8775510204081632,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.2.1,0.6296,0.8717948717948718,0.8518518518518519,0.8888888888888888,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.1.15,0.8333,0.875,0.8571428571428571,0.8571428571428571,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.1.18,0.431,0.4716981132075472,0.7068965517241379,0.7931034482758621,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.10,0.9286,0.9069767441860463,0.9285714285714286,0.9285714285714286,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.2.10.1,0.1778,0.2051282051282051,0.2666666666666666,0.4,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.2.14,0.8605,0.6065573770491803,0.8604651162790697,0.8837209302325582,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.4,0.625,0.6382978723404256,0.7708333333333334,0.9375,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.17.2,0.6786,0.6129032258064516,0.8035714285714286,0.8035714285714286,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.1.4,0.8824,0.46875,0.9215686274509804,0.9215686274509804,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.2.18,0.0,0.0,0.0185185185185185,0.4629629629629629,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.1.1,0.2391,0.34375,0.3478260869565217,0.6304347826086957,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.21,0.3415,0.2258064516129032,0.5365853658536586,0.6585365853658537,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.15.1,0.8627,0.7586206896551724,0.8627450980392157,0.8627450980392157,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.1.17,0.0444,0.2857142857142857,0.3111111111111111,0.5333333333333333,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BA.2.3.17,0.3333,0.4418604651162791,0.4912280701754385,0.6491228070175439,BA,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)"
BD.1,0.7727,0.6938775510204082,0.9772727272727272,0.9772727272727272,BD,"(0.9637107389395935, 0.4095260281088575, 0.7436447221919831)"
BE.1,0.3404,0.7272727272727273,0.5957446808510638,0.6595744680851063,BE,"(0.2218708221705632, 0.6590814541823624, 0.7990680761766646)"
BE.1.1,0.7447,0.7291666666666666,0.7446808510638298,0.7446808510638298,BE,"(0.2218708221705632, 0.6590814541823624, 0.7990680761766646)"
BE.3,0.3729,0.5116279069767442,0.7627118644067796,0.7966101694915254,BE,"(0.2218708221705632, 0.6590814541823624, 0.7990680761766646)"
BF.5,0.4118,0.875,0.4705882352941176,0.6470588235294118,BF,"(0.38670894369284947, 0.6148978276981065, 0.9585912355668605)"
BF.1,0.7708,0.8043478260869565,0.7708333333333334,0.7916666666666666,BF,"(0.38670894369284947, 0.6148978276981065, 0.9585912355668605)"
D.2,0.7292,0.4605263157894737,0.7291666666666666,0.7291666666666666,D,"(0.213603436221035, 0.6724447149771248, 0.6900417229996091)"
P.1.10,0.6061,0.6153846153846154,0.7878787878787878,0.9242424242424242,P,"(0.44127702936426016, 0.6747986506725627, 0.19278677787286805)"
P.2,0.4889,0.55,0.6666666666666666,0.7555555555555555,P,"(0.44127702936426016, 0.6747986506725627, 0.19278677787286805)"
P.1.17,0.4,0.72,0.7111111111111111,0.8666666666666667,P,"(0.44127702936426016, 0.6747986506725627, 0.19278677787286805)"
P.1,0.7073,0.4084507042253521,0.8292682926829268,0.8780487804878049,P,"(0.44127702936426016, 0.6747986506725627, 0.19278677787286805)"
Q.3,0.5417,0.9629629629629628,0.7708333333333334,0.7916666666666666,Q,"(0.9538763597142671, 0.3594595647605631, 0.95756585161213)"
Q.4,0.4194,0.7027027027027027,0.8870967741935484,0.9032258064516128,Q,"(0.9538763597142671, 0.3594595647605631, 0.95756585161213)"
R.1,0.75,0.6585365853658537,0.8055555555555556,0.8611111111111112,R,"(0.7049741506310939, 0.5248938690186019, 0.9581527270311664)"
